n_total,n_primary,n_metastatic,pct_primary,pct_metastatic,accuracy,accuracy_ci_low,accuracy_ci_high,macro_f1,macro_f1_ci_low,macro_f1_ci_high,f1_primary,f1_metastatic,precision_metastatic,recall_metastatic,auroc,auc_primary_ovr,auc_metastatic_ovr,cm_primary_primary,cm_primary_metastatic,cm_metastatic_primary,cm_metastatic_metastatic,max_depth,n_estimators,learning_rate,cv_folds,bootstrap_iterations
195,141,54,0.7230769230769231,0.27692307692307694,0.9384615384615385,0.9025641025641026,0.9692307692307692,0.9222694658517141,0.8746659449950949,0.963017929813369,0.9577464788732394,0.8867924528301887,0.9038461538461539,0.8703703703703703,0.9686104544260572,0.9686104544260572,0.9686104544260572,136,5,7,47,5,300,0.05,5,1000
