true_label,network,branch_prob_normal,branch_prob_primary,branch_prob_metastatic,true_class_branch_prob,margin_vs_best_other_class
metastatic,metastatic,0.2797644219615243,0.35748645663261414,0.36274913224306976,0.36274913224306976,0.005262675610455625
metastatic,normal,0.2845733247020028,0.3532593954693187,0.3621672717007724,0.3621672717007724,0.00890787623145367
metastatic,primary,0.28775024143132294,0.3518706668506969,0.36037909984588623,0.36037909984588623,0.00850843299518933
normal,metastatic,0.3451981246471405,0.3413917273283005,0.3134101592004299,0.3451981246471405,0.003806397318840027
normal,normal,0.3553386703133583,0.3395496606826782,0.3051116578280926,0.3553386703133583,0.015789009630680084
normal,primary,0.35152797400951385,0.33341341465711594,0.315058633685112,0.35152797400951385,0.01811455935239792
primary,metastatic,0.3055485018662044,0.3532498627901077,0.3412016417298998,0.3532498627901077,0.01204822106020792
primary,normal,0.31111944360392435,0.351172183241163,0.337708372090544,0.351172183241163,0.01346381115061901
primary,primary,0.3111145815679005,0.3464261016675404,0.34245932208640234,0.3464261016675404,0.003966779581138058
