sample_id,true_label,pred_label,network,branch_prob_normal,branch_prob_primary,branch_prob_metastatic
Tumor_107,primary,primary,normal,0.22595930099487305,0.36367926001548767,0.4103614091873169
Tumor_107,primary,primary,primary,0.21628844738006592,0.34373539686203003,0.43997615575790405
Tumor_107,primary,primary,metastatic,0.19963222742080688,0.3579283058643341,0.44243940711021423
Tumor_117,primary,primary,normal,0.1211533173918724,0.35231325030326843,0.5265334844589233
Tumor_117,primary,primary,primary,0.1338711380958557,0.35923489928245544,0.5068939924240112
Tumor_117,primary,primary,metastatic,0.1265469491481781,0.3930933475494385,0.48035964369773865
Tumor_118,primary,primary,normal,0.2081078141927719,0.3600251078605652,0.4318671226501465
Tumor_118,primary,primary,primary,0.2142999768257141,0.350361168384552,0.4353388249874115
Tumor_118,primary,primary,metastatic,0.20616938173770905,0.3568097651004791,0.4370208978652954
Tumor_120,primary,primary,normal,0.20294269919395447,0.36680638790130615,0.4302509129047394
Tumor_120,primary,primary,primary,0.20887720584869385,0.40053221583366394,0.3905905783176422
Tumor_120,primary,primary,metastatic,0.20714639127254486,0.41296058893203735,0.379893034696579
Tumor_122,primary,primary,normal,0.36725541949272156,0.3762058615684509,0.2565387487411499
Tumor_122,primary,primary,primary,0.3730314373970032,0.3791693150997162,0.24779920279979706
Tumor_122,primary,primary,metastatic,0.36829012632369995,0.3932977616786957,0.23841214179992676
Tumor_123,primary,primary,normal,0.28082314133644104,0.33985310792922974,0.3793237805366516
Tumor_123,primary,primary,primary,0.3154383599758148,0.3341467082500458,0.3504149615764618
Tumor_123,primary,primary,metastatic,0.28910666704177856,0.3486540913581848,0.362239271402359
Tumor_129,primary,normal,normal,0.5535001754760742,0.2921220064163208,0.15437789261341095
Tumor_129,primary,normal,primary,0.5865966081619263,0.2725842595100403,0.14081916213035583
Tumor_129,primary,normal,metastatic,0.5681687593460083,0.2853066325187683,0.1465246081352234
Tumor_13,primary,primary,normal,0.4889771342277527,0.325386106967926,0.1856366991996765
Tumor_13,primary,primary,primary,0.4924774169921875,0.32897236943244934,0.17855019867420197
Tumor_13,primary,primary,metastatic,0.4884961247444153,0.33567360043525696,0.17583023011684418
Tumor_134,primary,primary,normal,0.7706041932106018,0.1784849464893341,0.0509108304977417
Tumor_134,primary,primary,primary,0.7745321989059448,0.17010316252708435,0.05536466836929321
Tumor_134,primary,primary,metastatic,0.7718814611434937,0.1744951456785202,0.05362338572740555
Tumor_141,primary,primary,normal,0.382280558347702,0.38633039593696594,0.2313891053199768
Tumor_141,primary,primary,primary,0.4021204113960266,0.3543732166290283,0.24350635707378387
Tumor_141,primary,primary,metastatic,0.3849877119064331,0.37130090594291687,0.243711456656456
Tumor_148,primary,normal,normal,0.3859938085079193,0.38065484166145325,0.23335136473178864
Tumor_148,primary,normal,primary,0.3977549076080322,0.36848822236061096,0.2337568700313568
Tumor_148,primary,normal,metastatic,0.40734168887138367,0.37579673528671265,0.2168615758419037
Tumor_149,primary,primary,normal,0.3607827425003052,0.38496848940849304,0.2542487680912018
Tumor_149,primary,primary,primary,0.3726983666419983,0.37282034754753113,0.2544811964035034
Tumor_149,primary,primary,metastatic,0.3546491265296936,0.38862186670303345,0.2567290961742401
Tumor_152,primary,primary,normal,0.17221228778362274,0.3979588747024536,0.42982882261276245
Tumor_152,primary,primary,primary,0.18605384230613708,0.38956502079963684,0.42438119649887085
Tumor_152,primary,primary,metastatic,0.1850953847169876,0.3981035053730011,0.4168010652065277
Tumor_169,primary,primary,normal,0.33433204889297485,0.3771940767765045,0.28847384452819824
Tumor_169,primary,primary,primary,0.3411164879798889,0.37250882387161255,0.2863747477531433
Tumor_169,primary,primary,metastatic,0.3372095823287964,0.38322505354881287,0.27956539392471313
Tumor_19,primary,primary,normal,0.26225796341896057,0.39430081844329834,0.3434411585330963
Tumor_19,primary,primary,primary,0.2883467972278595,0.3772837221622467,0.3343694508075714
Tumor_19,primary,primary,metastatic,0.2752458155155182,0.38880544900894165,0.33594879508018494
Tumor_25,primary,primary,normal,0.38478320837020874,0.35373973846435547,0.261476993560791
Tumor_25,primary,primary,primary,0.3984283208847046,0.3437165319919586,0.2578551471233368
Tumor_25,primary,primary,metastatic,0.39246806502342224,0.35652250051498413,0.25100943446159363
Tumor_26,primary,primary,normal,0.3282664120197296,0.37269026041030884,0.29904332756996155
Tumor_26,primary,primary,primary,0.33893221616744995,0.36518535017967224,0.29588237404823303
Tumor_26,primary,primary,metastatic,0.34477120637893677,0.3756202459335327,0.2796085774898529
Tumor_34,primary,primary,normal,0.37111639976501465,0.35116347670555115,0.2777201235294342
Tumor_34,primary,primary,primary,0.3944099545478821,0.3324521780014038,0.2731378376483917
Tumor_34,primary,primary,metastatic,0.38563525676727295,0.348105788230896,0.2662590444087982
Tumor_37,primary,primary,normal,0.15675123035907745,0.3476351797580719,0.49561360478401184
Tumor_37,primary,primary,primary,0.19927190244197845,0.37163734436035156,0.4290907680988312
Tumor_37,primary,primary,metastatic,0.20892976224422455,0.3922748267650604,0.39879536628723145
Tumor_40,primary,primary,normal,0.20700158178806305,0.40241485834121704,0.3905835449695587
Tumor_40,primary,primary,primary,0.2268209457397461,0.39878368377685547,0.3743954300880432
Tumor_40,primary,primary,metastatic,0.2287377268075943,0.4058143198490143,0.365447998046875
Tumor_47,primary,primary,normal,0.18829455971717834,0.3879353404045105,0.42377007007598877
Tumor_47,primary,primary,primary,0.18987712264060974,0.39768871665000916,0.4124341905117035
Tumor_47,primary,primary,metastatic,0.19798505306243896,0.41698887944221497,0.3850260078907013
Tumor_5,primary,primary,normal,0.17296913266181946,0.3870764672756195,0.43995440006256104
Tumor_5,primary,primary,primary,0.19247104227542877,0.39238211512565613,0.4151468276977539
Tumor_5,primary,primary,metastatic,0.19118694961071014,0.38900813460350037,0.41980496048927307
Tumor_52,primary,primary,normal,0.22546260058879852,0.3588002920150757,0.4157370626926422
Tumor_52,primary,primary,primary,0.22748149931430817,0.3768071234226227,0.39571139216423035
Tumor_52,primary,primary,metastatic,0.2252112776041031,0.3873082995414734,0.38748040795326233
Tumor_58,primary,primary,normal,0.46620145440101624,0.28012245893478394,0.2536761164665222
Tumor_58,primary,primary,primary,0.486039936542511,0.26481422781944275,0.24914586544036865
Tumor_58,primary,primary,metastatic,0.46532389521598816,0.27557477355003357,0.2591012716293335
Tumor_67,primary,primary,normal,0.230967715382576,0.3459368348121643,0.4230954349040985
Tumor_67,primary,primary,primary,0.24449193477630615,0.3425382673740387,0.41296976804733276
Tumor_67,primary,primary,metastatic,0.21332746744155884,0.35642197728157043,0.43025052547454834
Tumor_68,primary,primary,normal,0.14882969856262207,0.37098783254623413,0.4801824688911438
Tumor_68,primary,primary,primary,0.14884857833385468,0.36735060811042786,0.48380088806152344
Tumor_68,primary,primary,metastatic,0.14719121158123016,0.3866484463214874,0.4661603569984436
Tumor_69,primary,primary,normal,0.28053292632102966,0.4102250337600708,0.30924203991889954
Tumor_69,primary,primary,primary,0.29856738448143005,0.39403632283210754,0.3073962330818176
Tumor_69,primary,primary,metastatic,0.304053395986557,0.4022561013698578,0.2936904728412628
