num_heads,hidden_size,dropout,lr,mean_val_macro_f1,std_val_macro_f1,mean_best_epoch
2,32,0.2,0.001,0.9541034603148296,0.006131606418907388,22.0
2,32,0.1,0.001,0.9536961253869466,0.006450454132243622,20.0
4,64,0.1,0.001,0.9536961253869466,0.006450454132243622,16.333333333333332
4,64,0.2,0.001,0.9536961253869466,0.006450454132243622,25.333333333333332
4,32,0.2,0.001,0.9491515500896832,0.011461921331173216,33.333333333333336
2,64,0.1,0.001,0.9485768188883298,0.012190674289783465,15.0
4,32,0.1,0.001,0.944244707763486,0.013102576655495326,27.333333333333332
2,64,0.2,0.001,0.9431923302466113,0.00732988429816812,21.333333333333332
