source,target,source_type,target_type,edge_type,regulatory_type,weight,pearson_r,pearson_p,pearson_p_fdr,fdr_significant,miRDB_validated
hsa-miR-186,hsa-miR-497,miRNA,miRNA,miRNA-miRNA,coexpression,0.9078802585687873,0.9078802585687873,7.454859387107839e-13,2.4077993423682977e-11,False,False
hsa-miR-186,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2847341360662635,-0.2847341360662635,0.11421881210582126,0.9988699114074102,False,False
hsa-miR-194,DLC1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2951724060260535,-0.2951724060260535,0.10098615554686627,0.9988699114074102,False,False
hsa-miR-194,CCNE1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2884909443674732,-0.2884909443674732,0.109314962722123,0.9988699114074102,False,False
hsa-miR-195,hsa-miR-497,miRNA,miRNA,miRNA-miRNA,coexpression,0.9791764498922093,0.9791764498922093,2.4768959179647987e-22,4.959984075724509e-19,False,False
hsa-miR-195,hsa-miR-199a-5p,miRNA,miRNA,miRNA-miRNA,coexpression,0.9447261871932012,0.9447261871932012,4.503009089284087e-16,6.218810828476816e-14,False,False
hsa-miR-195,hsa-miR-374b,miRNA,miRNA,miRNA-miRNA,coexpression,0.9071304107792226,0.9071304107792226,8.375741276454271e-13,2.6003754893177792e-11,False,False
hsa-miR-195,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.30292924583251835,-0.30292924583251835,0.0919289031360099,0.9988699114074102,False,False
hsa-miR-199a-5p,hsa-miR-497,miRNA,miRNA,miRNA-miRNA,coexpression,0.9241910391270188,0.9241910391270188,4.479612854601128e-14,2.4244391192807456e-12,False,False
hsa-miR-199a-5p,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.308376249469142,-0.308376249469142,0.0859485137280073,0.9988699114074102,False,False
hsa-miR-199a-5p,FLT3,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2936394737028693,-0.2936394737028693,0.10285323551272703,0.9988699114074102,False,False
hsa-miR-200a,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.330998238628313,-0.330998238628313,0.06424684417454202,0.9988699114074102,False,False
hsa-miR-200a,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2722100320909665,-0.2722100320909665,0.1317556970353285,0.9988699114074102,False,False
hsa-miR-200b,hsa-miR-200c,miRNA,miRNA,miRNA-miRNA,coexpression,0.9490760357227337,0.9490760357227337,1.3559418827457622e-16,2.361107495824686e-14,False,False
hsa-miR-200b,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3845460644790699,-0.3845460644790699,0.029771861391851628,0.9988699114074102,False,False
hsa-miR-200b,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2864331342020463,-0.2864331342020463,0.11198111428454319,0.9988699114074102,False,False
hsa-miR-200c,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3147056888244301,-0.3147056888244301,0.0793790896384049,0.9988699114074102,False,False
hsa-miR-203,hsa-miR-425,miRNA,miRNA,miRNA-miRNA,coexpression,0.9067674267326348,0.9067674267326348,8.858423733512073e-13,2.6798596908667788e-11,False,False
hsa-miR-203,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3735734678791466,-0.3735734678791466,0.035195510270911105,0.9988699114074102,False,False
hsa-miR-203,DLC1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.331029725135811,-0.331029725135811,0.06421996586498344,0.9988699114074102,False,False
hsa-miR-205,EGR1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.270656522024018,-0.270656522024018,0.13406179838563317,0.9988699114074102,False,False
hsa-miR-216a,ESR1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3453377751343758,-0.3453377751343758,0.05288857662129935,0.9988699114074102,False,False
hsa-miR-216a,ATM,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3182359526528307,-0.3182359526528307,0.0758872134201145,0.9988699114074102,False,False
hsa-miR-216a,FLT3,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2899609108933202,-0.2899609108933202,0.10743979620780798,0.9988699114074102,False,False
hsa-miR-216a,JUN,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2897170712355723,-0.2897170712355723,0.10774916690434325,0.9988699114074102,False,False
hsa-miR-216a,EGR1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.288797851625403,-0.288797851625403,0.10892144226601459,0.9988699114074102,False,False
hsa-miR-216a,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2809366355157738,-0.2809366355157738,0.11934090049952682,0.9988699114074102,False,False
hsa-miR-340,hsa-miR-374a,miRNA,miRNA,miRNA-miRNA,coexpression,0.9081988579849015,0.9081988579849015,7.092782623451605e-13,2.347652430324271e-11,False,False
hsa-miR-340,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2969521271022538,-0.2969521271022538,0.09885075972963875,0.9988699114074102,False,False
hsa-miR-340,DLC1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2794427019249467,-0.2794427019249467,0.1214020454448141,0.9988699114074102,False,False
hsa-miR-362-3p,LCK,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.342285635639571,-0.342285635639571,0.05516177062154576,0.9988699114074102,False,False
hsa-miR-362-3p,CCNE1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.31397345174551766,-0.31397345174551766,0.0801186402299693,0.9988699114074102,False,False
hsa-miR-362-3p,L1CAM,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.28450561710976024,-0.28450561710976024,0.11452231693167693,0.9988699114074102,False,False
hsa-miR-374a,hsa-miR-374b,miRNA,miRNA,miRNA-miRNA,coexpression,0.9249686578793187,0.9249686578793187,3.8580333672921237e-14,2.2073462337149933e-12,False,False
hsa-miR-374a,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.397765956448597,-0.397765956448597,0.02416341676703332,0.9988699114074102,False,False
hsa-miR-374a,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.30943120282646225,-0.30943120282646225,0.08482555405924312,0.9988699114074102,False,False
hsa-miR-374b,hsa-miR-497,miRNA,miRNA,miRNA-miRNA,coexpression,0.9062196953564482,0.9062196953564482,9.635792772288438e-13,2.8168868651835907e-11,False,False
hsa-miR-374b,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3841887552486821,-0.3841887552486821,0.029937037909657106,0.9988699114074102,False,False
hsa-miR-425,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2961150595764505,-0.2961150595764505,0.09985081322789259,0.9988699114074102,False,False
