sample_id,ABCB1,ABL1,AKT1,AKT2,APC,AR,AREG,ATM,BCL2,BCL2A1,BCL2L1,BCL3,BCL6,BCR,BIRC2,BIRC5,BLM,BMI1,BRAF,BRCA1,BRCA2,CASP2,CASP10,CAV1,CCNA2,CCND1,CCND2,CCND3,CCNE1,CD34,CD44,CDC25B,CDC25C,CDH1,CDH11,CDK2,CDK4,CDK6,CDKN1A,CDKN2A,CDKN2B,CDKN2C,CEBPA,CHEK1,CLTC,COL1A1,CSF1R,CSF3,CSF3R,CSK,CTNNB1,CXCL9,CYP1A1,DAP3,DAPK1,DEK,DLC1,E2F1,E2F3,EGF,EGFR,EGR1,EPS8,ERBB2,ERBB3,ERBB4,ERCC2,ERCC4,ESR1,ETS1,ETS2,ETV1,ETV6,FANCG,FAS,FAT1,FGF1,FGF2,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FOLR1,FOS,FOSL2,FRZB,FYN,GADD45A,GAPDH,GAS1,GATA1,GNAS,GRB7,GUSB,HCK,HDAC1,HIF1A,HMMR,HPRT1,HRAS,HSP90AB1,IFNGR1,IGF1,IGFBP2,IGFBP3,IGFBP6,IL1A,IL1B,IL4,IL6,IRF1,ITGB1,JUN,JUNB,KDR,KIT,KRAS,L1CAM,LAMB1,LCK,LIF,LMO1,LMO2,LYN,MAP3K8,MAPK10,MCL1,MET,MLH1,MMP1,MMP2,MMP3,MMP9,MMP14,MPL,MSH2,MSH6,MST1R,MTA1,MUC1,MYB,MYBL2,MYC,MYCN,NF1,NGFR,NOTCH1,NPM1,NQO1,NRAS,NTRK1,NTRK2,NTRK3,NUMA1,OGG1,PCNA,PCTK1,PDGFA,PDGFRA,PDGFRB,PGK1,PIK3CA,PIM1,PLA2G2A,PLAT,PLAUR,PLG,PML,PPARG,PRKAR1A,PTEN,PTGS2,PTHLH,PTK7,PTPN11,PTPRG,RAD54L,RAF1,RARA,RB1,REL,RET,RRM1,S100A4,SERPINE1,SFPQ,SIAH1,SOD1,SPI1,SPP1,STAT1,STAT3,SYK,TAL1,TEK,TERT,TFDP1,TFE3,TFRC,TGFA,TGFB1,TGFBI,TGFBR2,TGFBR3,THPO,TIMP1,TIMP2,TIMP3,TNF,TNFRSF1B,TNFRSF10B,TNFSF10,TOP1,TOP2A,TP53,TPR,TUBB,TYMS,TYRO3,WEE1,WFDC2,WNT1,WNT10B,WT1,XPC,XRCC5,YES1,YY1
TCGA-A7-A6VW-01,4.6175,1430.03,3871.76,3215.15,348.62,6.4645,42.4808,309.371,125.134,178.697,5844.35,3813.12,634.442,1489.6,1394.48,3328.9,537.475,559.967,178.697,145.912,76.6502,1305.36,103.893,613.202,933.946,2163.99,175.003,1546.39,495.456,519.928,3545.76,7397.67,249.344,2584.4,533.781,790.513,5625.94,778.046,1819.29,5869.28,1400.02,379.557,445.587,464.519,4534.83,114919.0,1395.86,4.1557,392.024,3847.75,3979.8,18.9317,0.0,3485.74,841.767,4493.27,123.287,1066.18,521.775,15.2377,185.623,1998.45,1290.12,3644.12,2070.94,2.7705,631.288,116.361,277.049,1024.16,1292.89,77.1119,3999.66,1063.87,212.404,1220.86,98.3524,13.7324,1442.96,598.887,318.606,452.051,147.298,326.918,6.9262,1048.63,1662.76,1645.67,30.9371,290.901,535.628,196587.0,353.237,0.4617,19073.4,572.106,2498.06,497.303,2773.26,1148.37,733.681,1091.57,917.955,44642.3,3140.81,22.6257,300.598,11010.8,219.792,33.7076,354.623,0.4617,129.29,2059.74,6990.41,3893.92,3724.92,398.95,284.437,1386.17,555.945,1948.12,56.795,412.267,1.847,335.229,1682.15,387.407,5.0792,7279.92,1129.9,314.45,1123.9,8015.49,880.092,1137.29,11953.7,16.1612,1569.02,3038.3,167.615,1660.91,4193.14,194.858,3899.46,1845.15,108.511,543.478,36.9399,1503.91,23672.9,1733.4,2085.25,4.1557,27.2431,0.0,6723.61,250.268,6567.91,122.294,227.18,465.604,1396.79,11958.8,269.661,1053.71,924.42,810.368,2992.13,0.0,5981.02,59.1038,1379.24,875.936,559.639,57.2568,5750.15,912.414,65.5682,960.898,1752.7,1081.88,442.355,36.9399,47.0983,1450.35,3039.23,762.808,6033.28,326.728,5651.8,804.365,9473.69,4846.51,3247.48,1478.98,13.8524,40.6338,62.336,1625.35,1432.8,4966.56,398.95,1069.41,6070.14,549.019,67.877,2.7705,4896.84,6457.09,3125.11,234.568,913.8,1168.22,7370.89,1119.28,2665.67,2734.47,2991.73,55811.5,1769.08,313.065,564.718,10930.5,0.4617,36.0164,59.1038,502.844,5195.59,2066.78,889.327
TCGA-A7-A6VY-01,12.7983,2715.67,3081.63,2005.88,414.389,2.4213,53.2688,472.155,165.341,154.618,2255.97,1334.14,529.574,1628.16,1236.6,1438.2,356.278,846.894,179.523,40.1245,148.046,1696.3,683.5,1598.75,1356.02,4667.8,769.284,1983.74,508.129,483.916,12651.0,3167.42,115.531,4882.74,1806.99,1447.25,3161.54,1013.84,3812.52,1629.19,502.594,504.324,549.983,383.95,6099.62,171994.0,1714.98,1.7295,107.921,1918.02,7148.02,5863.02,2.7672,3825.32,625.389,4620.89,300.242,1001.04,1178.14,68.1425,481.84,1476.65,600.138,1621.93,2138.71,0.3459,334.192,238.326,54.6524,1570.39,1671.39,235.905,1109.65,827.395,164.78,2961.95,197.51,439.979,1883.78,371.152,212.383,45.6589,236.942,579.73,10.7229,206.157,1024.9,1910.07,1616.05,601.868,600.484,85531.0,1766.17,1.3836,26860.9,290.557,2158.08,579.73,1710.83,2083.71,319.267,2374.61,713.94,42664.8,3494.64,28.018,9615.36,6685.23,153.58,11.0688,308.89,0.0,122.944,3142.57,13380.1,4204.43,3996.54,288.481,146.316,1359.39,302.317,3983.05,271.186,232.446,13.1442,305.776,1274.3,334.486,101.349,12531.3,2395.36,758.561,7214.8,20903.1,1359.74,5055.0,22933.2,8.3016,1601.87,3454.86,447.25,975.441,8405.05,67.1048,3940.51,2383.26,56.3819,904.531,166.378,3975.44,6007.26,877.205,1866.83,8.3016,492.909,47.7343,7723.33,363.867,5044.97,119.457,748.53,1258.08,4135.94,21738.2,263.577,1708.41,0.3459,1039.09,2542.72,2.0754,3029.4,29.0557,5414.74,1130.4,158.769,419.924,7152.89,3027.67,262.193,570.391,3759.6,970.253,265.306,50.5016,61.9163,1908.68,2464.55,1471.46,5494.27,776.883,4361.12,831.2,26060.2,12852.0,4487.03,1370.81,13.836,27.3262,1.0377,1832.93,1627.46,2518.85,242.131,1716.02,13261.5,1754.06,33.5524,5.8803,4446.9,11571.1,9186.79,56.036,1290.56,932.203,1440.33,2567.97,2286.41,465.583,3498.7,31098.9,1225.89,286.06,898.651,168.108,1.3836,17.2951,6.5721,880.318,7624.01,1921.83,1099.62
TCGA-A8-A07O-01,17.3445,1736.24,1860.35,1545.16,501.794,51.4354,11.9617,833.732,555.024,802.332,1144.14,3256.58,886.364,1941.09,3390.85,1708.16,770.335,1364.27,227.273,944.079,212.321,1010.17,62.201,723.086,1925.75,1458.24,274.223,939.892,1651.61,556.818,8898.33,6034.69,349.584,6179.43,567.584,1005.68,4607.36,3529.9,468.899,1327.75,1775.12,1275.12,114.234,738.636,17631.3,68218.0,1819.68,2.9904,285.586,1214.41,8736.47,166.866,0.0,8595.69,1372.01,4352.27,408.194,1223.39,1515.25,96.2919,525.114,410.885,1045.16,2879.49,4064.59,35.8852,185.774,470.096,438.696,4883.97,822.069,113.935,2503.29,803.23,565.49,6843.6,92.7033,22.8469,538.278,178.23,16.7464,247.01,134.27,1398.03,16.1483,43.6603,138.756,1693.78,4.7847,317.285,328.05,61424.3,299.641,0.8971,19341.8,734.45,674.043,1174.94,2573.56,3071.47,607.931,2450.36,694.677,44664.5,1519.74,6.2799,1846.89,2474.58,31.9976,61.0048,456.34,0.0,14.3032,728.741,9440.49,1082.83,1279.31,794.557,238.636,1305.62,770.036,1568.48,90.9091,16.7464,4.4856,92.7033,2472.19,278.11,16.1483,10475.5,1450.06,490.132,5628.29,4830.74,55.9211,10200.4,5588.52,21.2321,1811.3,2307.72,88.8158,731.758,24617.8,542.464,2917.46,15598.4,5.3828,2719.8,2.6914,3968.3,10433.0,2701.55,3684.51,0.299,22.1292,4.4856,5280.34,318.481,3866.93,41.866,178.828,805.966,2290.07,13331.6,874.103,706.041,0.299,201.256,888.457,0.0,1412.38,37.9785,5092.7,1883.97,43.9593,34.689,4148.03,4677.93,294.557,477.871,2464.11,412.38,1051.14,188.397,144.438,3553.53,1800.84,256.878,8223.56,847.249,5005.08,518.84,19747.6,4144.44,11828.6,1053.83,14.6531,51.1364,66.3876,1948.27,996.412,27770.0,394.139,502.392,3162.68,797.548,142.046,2.6914,2232.66,6658.79,3174.04,386.364,774.821,780.801,2051.44,3080.74,8440.49,452.452,4315.18,23465.9,1847.07,744.916,1235.35,300.538,0.0,10.4665,188.696,576.256,8659.39,3658.19,1416.87
TCGA-A8-A07U-01,89.1834,2059.62,3624.13,9693.8,695.471,33.9937,5.199,1101.0,436.319,192.764,2156.0,1130.19,1792.47,2018.82,1306.56,516.132,461.114,2877.5,293.545,504.306,463.514,1478.13,744.662,1895.65,1413.24,2881.34,1992.03,1531.32,1083.8,1243.77,11599.8,1606.5,134.375,18096.6,1557.71,702.669,1946.04,1116.19,1693.68,1232.57,1266.56,407.124,815.048,327.939,10193.7,97289.5,1893.65,0.0,293.146,2469.54,7780.06,7811.35,7.5986,4309.2,1224.17,5420.19,557.096,551.497,1206.18,42.792,1515.71,2712.3,2253.98,6474.8,3402.97,24.7954,292.745,287.946,380.329,5221.43,1328.55,94.3824,5517.37,517.104,1179.78,3828.49,74.3862,154.239,1149.79,280.348,33.5938,163.17,325.939,1316.56,64.388,19.9963,2762.29,2783.48,189.565,795.452,275.949,103408.0,274.749,0.0,24359.5,503.906,1661.29,994.215,2054.02,3312.98,454.3,1247.77,285.147,35939.0,1586.5,480.711,81.9848,3689.31,95.9821,4.7991,149.572,0.0,55.8256,3180.45,24494.2,1147.79,1083.0,1190.58,555.097,2469.54,370.331,2734.29,620.685,137.574,10.3981,371.131,2599.52,599.089,50.7906,16709.3,2164.0,520.303,295.145,7129.07,339.537,1878.85,4941.08,19.9963,1622.5,2486.34,443.118,807.45,6154.46,105.98,3334.58,2831.47,16.7969,1621.3,117.578,869.838,8083.7,2056.02,2028.82,8.3984,375.53,9.1983,6693.99,208.761,2421.15,20.1243,259.952,1074.77,2735.89,11745.8,763.458,1249.77,97.1819,439.918,755.859,0.0,4962.28,249.154,3582.13,1791.27,26.3951,35.9933,2834.27,3227.4,342.736,230.357,1631.7,754.66,807.85,233.157,37.593,1006.21,1769.27,682.673,5304.29,446.885,3316.98,798.251,1522.52,30410.7,7205.86,1239.77,40.3925,279.148,7.5986,2285.57,1759.27,4081.24,571.094,984.617,2454.74,2735.09,521.903,7.9985,2857.47,5522.17,6625.57,187.965,2513.93,1144.19,8977.53,2980.65,4477.97,975.818,3533.78,30285.2,552.457,800.251,1164.18,48.7909,5.599,9.1983,81.1849,951.823,3470.95,1271.36,1258.97
TCGA-A8-A08R-01,67.3195,1494.49,3618.12,3738.68,639.841,35.1897,58.1395,1793.15,370.869,158.201,1785.5,489.902,1926.56,1963.59,2025.09,1231.15,464.81,1789.15,297.43,1095.17,471.542,3042.23,295.288,1153.3,840.425,11999.2,827.417,1429.01,76.4994,1022.95,13355.9,2941.25,219.709,9857.41,2705.32,1337.82,3243.57,4868.42,741.432,115.361,252.448,638.311,662.179,523.868,12911.3,64810.0,1773.26,0.0,207.16,1285.8,10349.9,11652.1,0.0,5138.31,1412.79,6308.75,3401.16,827.417,1074.05,120.869,772.326,570.991,429.621,10288.2,6751.84,21.4198,376.882,364.749,46.5116,3018.36,1148.71,221.236,1991.74,373.929,266.83,7179.93,387.087,167.228,1020.5,2752.45,923.807,56.9155,315.178,1044.06,24.1738,175.337,251.224,1539.78,65.1775,936.659,160.343,34446.1,463.28,0.0,56129.4,1316.71,2132.8,625.765,4557.83,2321.91,602.173,1349.14,244.798,60536.7,1161.57,59.0575,3416.16,1496.63,74.9694,10.7099,104.957,0.0,10.6365,1523.67,19308.4,1996.33,413.709,934.516,3498.16,477.356,21.4198,7713.28,232.558,240.514,188.8,159.119,2625.15,313.954,9.1799,7816.71,1986.23,512.546,470.012,6538.25,116.279,10586.3,15370.0,69.1554,1989.9,3126.07,207.466,956.854,2799.57,80.1714,2632.8,5009.79,172.277,3032.44,74.6634,3045.29,8825.58,626.683,2841.19,2.754,100.979,307.221,5865.2,279.07,5457.77,46.2179,156.059,1506.11,3149.02,8436.96,1218.48,1357.41,3.672,711.444,808.751,0.0,1366.28,86.9033,4649.94,1544.06,33.9657,51.4076,8798.04,4171.36,680.502,223.684,2131.27,579.865,1199.51,139.535,11.3219,1410.34,1261.32,524.786,6096.36,459.538,4000.31,639.841,5917.69,14414.3,7900.86,934.822,29.9878,238.678,18.3599,3588.13,1072.22,14367.5,290.698,848.531,3325.89,1557.22,1719.71,5.508,4026.93,38402.1,5656.06,182.68,1090.27,877.295,1630.66,1779.68,12885.6,546.818,4139.76,22086.6,2877.28,405.141,868.727,11.0159,2.448,10.4039,3.672,872.399,7085.37,2676.25,1623.93
TCGA-AC-A2BK-01,11.5126,2255.84,3094.98,1934.76,722.737,1.9188,83.4666,1035.18,465.622,13.7512,1343.14,302.207,413.176,1289.1,1487.69,1241.7,322.993,3493.09,184.202,506.236,185.801,1392.07,97.5376,1442.6,783.134,981.573,55.6444,1463.06,581.708,293.252,58720.2,2009.91,110.336,1454.43,75.4717,1389.51,4973.14,1818.68,1689.16,3244.64,1083.79,597.378,167.253,540.774,11016.0,19789.9,176.207,0.0,24.944,656.22,11250.7,514.231,0.0,8716.98,1066.84,11083.8,60.1215,616.885,3001.92,424.049,1272.12,1917.17,1142.95,1574.03,7504.96,0.0,342.181,220.019,7.3553,350.176,268.628,1261.91,2170.77,1564.44,76.4311,5623.6,57.883,431.813,5594.5,1302.85,116.406,334.186,18.5481,513.591,1.2792,0.3198,468.82,958.427,83.4666,1020.47,329.069,70462.7,47.3297,0.0,61219.7,716.981,1389.51,72.2737,2249.76,3185.8,277.582,660.058,497.601,64847.1,541.413,39.3348,2712.82,605.692,58.2028,3.198,8.9543,0.0,1.599,219.057,18834.0,1546.53,1074.83,373.521,2242.72,1364.57,55.9642,15764.3,45.0911,186.441,0.6396,458.906,214.583,96.5782,0.6396,10388.2,964.183,508.155,2.2386,358.81,0.3198,31.3399,6672.85,8.6345,3695.87,5729.13,47.6495,1331.95,232.491,454.749,1590.66,2521.59,739.047,2350.5,91.1417,1326.83,6637.67,290.694,86079.3,6.3959,26.2232,0.9594,5834.53,128.238,3335.15,187.534,98.1772,4081.0,450.911,17814.2,1062.04,2216.82,0.0,1068.44,2279.18,0.0,422.13,23.6649,7509.43,1625.84,42.213,20.1471,6883.27,3908.86,636.393,266.389,1252.64,484.17,168.852,222.897,11.5126,2041.89,54.0454,109.05,7151.26,447.928,3957.79,82.827,760.473,2884.55,3332.91,183.562,22.7055,54.685,60.7611,1733.93,802.366,2020.47,480.972,181.004,334.506,950.751,755.676,1.599,2747.68,9995.52,513.911,0.6396,273.425,1457.31,960.665,3197.31,6309.24,2944.36,8297.71,38335.1,3229.18,191.238,971.218,215.542,0.3198,4.7969,6.7157,373.841,9000.0,4231.85,1703.23
TCGA-AC-A2QH-01,31.3273,3162.41,4065.95,1734.54,1129.43,33.8005,36.2737,1032.98,425.392,25.5565,1267.93,439.406,865.622,1802.97,1147.57,1197.94,302.556,1029.13,47.8153,228.359,212.696,544.106,60.1814,6502.06,890.874,1473.93,5535.86,1150.04,206.925,976.917,7576.26,1779.06,235.779,13.1904,16262.2,1416.32,6641.39,1037.92,642.209,9.8928,120.363,292.663,273.702,310.8,12057.7,194164.0,1429.51,0.0,130.256,3207.75,9276.12,13.1904,0.8244,2388.29,1130.26,3553.17,748.557,653.751,1622.42,30.5029,56354.0,2579.55,1732.07,1189.61,22.2589,4.9464,793.899,271.228,16.488,1457.54,1087.39,1655.4,1515.25,492.993,680.132,33876.3,240.726,366.331,6247.32,419.621,163.232,461.665,101.401,3637.26,0.0,0.0,379.225,1554.82,357.791,955.482,608.409,97479.8,4975.27,0.0,40107.2,2.4732,1305.85,226.711,1910.96,3257.21,384.996,422.094,574.608,66042.9,828.524,61.8302,11882.1,17160.8,101.401,0.0,51.9373,0.0,26.3809,206.909,12745.3,3446.0,609.233,609.233,124.485,1713.93,6.5952,16056.1,12.366,213.52,0.8244,105.523,519.374,18.9613,3.2976,4840.07,69897.8,743.611,206.925,19601.8,14.8392,11301.7,44935.7,3.2976,963.726,1885.41,5.7708,1503.71,51.1129,38.7469,1586.15,2388.29,2.4732,1274.53,201.154,1142.62,18723.0,188.788,1615.0,32.9761,271.228,29.6785,3478.15,288.541,1667.77,238.071,716.406,1542.7,5410.55,9129.43,651.278,579.555,1.6488,994.229,1187.14,0.0,1336.36,208.574,11266.3,1181.37,305.029,818.631,10337.2,2934.87,1746.91,334.707,2805.44,1220.12,688.376,20.6101,99.7527,1257.21,663.644,798.021,8167.13,447.354,5469.08,365.21,12658.7,1942.29,2525.97,231.657,62.6546,134.378,4.9464,1443.53,1305.03,2488.87,195.383,1210.22,58653.8,2495.47,689.2,59.357,6773.29,60427.9,5208.57,0.8244,681.781,1511.13,137.675,2819.46,2282.77,5069.25,2549.4,38209.4,2293.12,985.161,298.434,32.9761,16.488,111.294,160.758,977.741,7951.36,2233.31,938.994
TCGA-AC-A62X-01,9.16,2209.64,3452.9,2150.1,209.014,43.3018,22.9,245.238,80.3581,120.745,2147.6,1413.55,632.456,3008.22,1366.09,1064.43,104.091,1387.75,371.812,409.285,94.5144,1609.66,62.4545,446.758,842.182,941.747,3361.72,3717.29,335.172,639.117,12091.2,1629.65,97.0126,4811.91,131.987,1369.42,6305.4,77.0272,2679.71,6859.58,513.376,1550.54,67.0345,503.383,7694.39,11324.2,148.642,0.0,1694.18,1886.54,8200.68,19.9854,0.0,3942.54,63.7035,8582.49,122.411,1033.41,2339.54,985.948,58.7072,843.968,1154.57,5785.36,3824.29,22.9,223.171,327.261,37.0563,628.292,737.379,15.4054,5744.14,935.152,1225.77,1201.21,48.7145,248.785,2340.79,83.2726,67.8672,548.766,32.06,749.453,0.8327,1657.54,486.312,579.161,675.757,201.52,127.407,68585.0,103.258,0.0,42300.0,1071.72,1091.29,49.5472,3099.41,1904.44,270.636,1060.89,825.232,73798.7,3410.01,24.5654,2464.04,2240.87,25.8145,0.0,24.5654,0.0,7.9109,691.462,17155.8,3189.76,1058.81,492.974,649.11,1104.61,82.0235,4679.92,130.322,78.6926,30.8109,841.053,943.062,122.827,392.214,11015.3,194.858,382.638,31.2272,3614.86,16.2382,138.232,35746.4,9.5764,1167.48,2453.21,197.356,1088.79,7252.63,77.8599,1680.44,2766.32,2.9145,1639.64,533.361,1527.22,7629.02,1638.81,2713.85,6.2454,223.171,71.1981,4854.38,182.367,2248.36,33.0218,174.873,276.811,838.972,9590.51,579.994,430.519,19.9854,92.4326,545.019,0.0,2099.3,42.469,3308.42,1964.82,15065.7,19.9854,11258.0,1968.15,230.665,536.692,2215.88,1561.78,230.665,46.2163,749.87,2574.79,202.769,188.196,5692.21,504.349,3332.57,86.6035,1569.27,11192.3,10430.7,59.5399,18.7363,69.949,3.7473,2324.14,1903.61,642.448,113.667,389.3,597.481,816.904,164.047,2.4982,10636.4,3220.57,1149.16,105.756,552.097,790.257,6083.48,1911.94,2731.76,2571.04,6348.15,41455.6,1251.53,360.987,2000.62,1304.05,0.4164,5.4127,581.243,311.023,8196.11,2084.73,1799.94
TCGA-AC-A6IW-01,62.886,1135.8,3355.1,4637.84,363.52,13.1547,35.2932,789.925,462.341,350.044,1499.0,1671.29,1159.86,1699.21,896.768,1677.36,229.085,1159.62,94.329,337.531,118.713,997.193,270.795,552.499,890.963,3037.6,983.075,2156.09,525.868,578.808,4461.7,3131.47,214.647,2799.07,207.909,698.163,4802.12,1241.04,944.574,1535.25,638.806,709.393,810.46,298.388,9761.77,13211.8,8244.16,0.0,548.328,3835.73,4001.9,7955.4,0.0,8482.23,2013.96,4600.63,212.722,717.093,830.673,27.5928,315.393,4897.73,306.73,2337.69,3868.45,2.5668,812.808,155.611,116.468,2412.77,1053.02,23.101,3015.32,328.868,217.213,8896.13,26.9512,93.8221,5486.48,2219.3,6.4169,124.809,252.507,230.368,36.5766,30.4805,4576.24,767.787,79.5701,469.72,295.821,123631.0,1161.15,1.2834,19813.6,549.29,1856.1,2301.11,3312.42,1406.27,586.791,805.005,963.824,62330.0,1551.3,141.494,453.678,2318.12,88.8746,1.9251,228.443,0.3208,47.8351,3657.86,6467.63,3675.62,5926.04,275.287,1198.04,912.489,770.354,1285.95,526.51,95.6124,3.5293,577.846,2843.99,125.772,5.7752,19847.6,318.922,414.855,16.3632,883.934,18.93,1416.86,7684.29,23.4218,987.246,2197.48,44.9186,1570.23,1827.54,74.1157,1911.93,14107.3,5.1336,837.09,77.0033,2241.76,14802.0,43.956,1490.98,7.3795,1785.51,2.8876,3977.7,406.863,3395.2,210.103,112.296,311.642,999.118,11347.7,447.261,1900.7,42.031,216.572,1480.71,0.0,2768.91,49.0896,3446.86,1118.47,142.456,4.8127,2129.78,1984.76,219.459,373.787,1974.33,628.86,1591.08,58.715,46.8437,1668.08,1478.14,346.194,9070.33,343.557,5183.28,3241.51,1401.46,15668.6,4183.52,1694.71,15.0798,67.057,6.7378,1571.19,1273.76,2779.18,916.66,2249.14,6159.3,1156.65,202.134,1.2834,3229.97,3125.69,1246.49,174.862,3016.6,1997.59,2209.35,1981.23,4834.2,5107.88,3133.06,27555.0,1327.69,225.235,723.831,364.803,3.8502,26.3095,121.28,639.769,5811.82,2183.36,924.681
TCGA-AC-A7VC-01,13.7364,2277.75,4542.39,2474.43,460.171,3.1219,6.2438,691.817,157.969,17.4827,1590.93,989.648,1419.85,885.376,902.234,581.788,330.299,650.963,123.628,384.62,76.7992,1554.71,162.34,3585.83,382.004,2610.99,1946.2,1339.93,440.815,3556.49,8481.62,2275.25,274.104,88.0381,5634.44,1235.03,5826.75,1348.04,1983.67,2678.6,272.856,716.168,158.593,630.627,7372.72,532429.0,3912.39,0.6244,31.8436,3358.56,9361.37,71.1797,0.0,3121.92,207.92,2359.54,1844.43,1170.09,615.642,1.2488,3409.08,2616.79,1432.34,1452.94,21.8534,3.1219,581.925,137.989,44.3312,6592.86,1207.56,466.414,1173.84,718.665,830.43,4976.96,51.8238,11.9007,17436.5,468.912,74.3016,24.351,145.481,1701.44,0.6244,3.7463,1554.71,2431.35,66.1846,2236.54,1167.6,125560.0,5124.31,0.0,30571.7,6.2438,3557.74,278.475,3011.4,2768.52,251.626,925.336,1208.18,31257.9,1201.94,43.7068,2095.43,40526.2,713.67,3.1219,40.5849,0.0,11.9757,477.635,12056.8,16670.4,3711.96,1257.51,119.882,570.062,18.7315,21932.7,33.0923,264.114,0.0,461.419,487.644,17.4827,205.422,5809.26,141.111,669.339,34.3411,18800.8,240.388,641402.0,66969.5,4.3707,990.272,2243.41,10.6145,1639.63,70.5553,23.1022,1777.0,5770.55,9.9901,506.999,2898.39,5604.47,14947.1,339.04,1718.3,45.58,952.809,43.0825,5185.47,593.32,3459.08,650.832,1671.47,5224.97,29540.8,13594.1,335.294,653.105,36.8386,1521.0,1595.3,0.0,2153.5,596.286,4543.01,1238.15,251.626,233.519,7207.88,1563.46,443.312,613.144,2212.81,1524.12,414.591,8.117,91.7844,1800.1,4860.82,855.405,10499.7,435.414,3928.0,1784.49,12832.3,939.697,3248.04,432.698,201.052,219.159,96.155,1847.55,1417.97,2471.31,116.135,8015.21,86136.8,1902.5,181.071,7.4926,25889.4,15947.4,18203.3,4.3707,915.346,526.98,1679.59,1780.12,2225.3,3092.57,3660.32,37457.4,1963.19,481.4,488.268,128.623,2.4975,28.0973,176.076,909.727,5615.7,779.855,684.324
TCGA-AC-A8OQ-01,85.1966,1975.93,3258.11,6930.03,443.975,19.5793,16.9335,1685.94,330.203,75.1423,3486.18,1086.39,835.561,3454.43,1737.27,717.805,393.174,1662.86,132.822,629.714,328.615,1728.8,631.301,2456.94,525.557,3410.98,1390.66,1083.21,910.174,1939.41,5793.37,2307.19,224.903,10752.2,2073.29,800.107,2544.78,2584.47,1519.78,1454.16,374.124,416.987,1002.78,265.644,10026.2,135419.0,1577.99,1.0583,335.495,2294.49,6320.58,2299.78,0.5292,5292.77,672.577,4394.77,1988.1,1074.75,1190.64,4.7625,224.358,4849.33,601.139,5553.12,11469.3,2.6459,325.44,203.731,106.363,3322.14,1256.78,143.935,1540.95,593.201,230.19,3937.56,742.956,253.494,1458.4,513.825,2472.29,636.593,259.823,1064.16,16.9335,229.131,7644.41,1575.34,111.126,933.458,430.216,56051.4,681.572,4.7625,34537.4,815.453,1824.05,490.013,1691.23,2347.93,287.276,270.936,748.777,63686.8,1231.38,668.343,288.928,1647.31,326.499,7.9376,35.9836,0.5292,126.34,2853.04,17050.4,5514.49,3860.3,1199.1,777.352,891.124,609.076,7636.47,349.782,351.899,7.9376,303.215,910.174,303.215,72.4965,13741.0,731.844,513.296,784.761,12486.3,256.648,2374.39,14963.9,22.7544,1029.77,1358.38,202.143,1343.57,10112.5,121.709,3651.28,2326.77,84.6674,1542.01,461.966,6590.83,7655.52,310.623,1301.23,7.4084,291.044,95.2508,5690.62,299.511,1642.02,108.067,366.187,1447.34,5536.72,6000.27,517.529,1452.05,379.416,1011.78,1261.54,0.0,2827.89,305.332,4431.81,1158.36,58.738,56.0921,5036.65,2289.19,413.283,416.458,1740.97,1097.5,954.096,43.392,13.2293,1449.4,2980.82,1833.05,5175.78,462.072,2817.84,692.685,2166.43,7462.37,8122.25,1188.52,146.051,364.599,44.4504,2054.24,9944.19,3705.79,279.402,1642.02,2697.71,2526.79,526.525,9.5251,10998.3,11408.4,11586.7,162.456,1577.46,1556.82,824.449,2595.58,3905.28,719.144,3799.38,34997.3,595.884,322.794,596.905,69.8506,5.8209,29.6336,69.3214,1060.46,6517.27,944.042,1017.07
